same_srv_rate,src_bytes,dst_host_diff_srv_rate,protocol_type,class
0.07,0,0.06,1,9
0.07,0,0.08,1,9
1.0,145,0.63,2,11
0.2,147,0.59,2,11
0.35,1,0.23,2,17
1.0,44,0.01,2,11
0.12,0,0.06,1,9
0.33,145,0.31,2,11
0.09,0,0.07,1,9
1.0,8,0.0,0,5
0.29,0,0.06,1,9
0.03,0,0.07,1,9
1.0,307,0.0,1,11
0.08,0,0.05,1,9
1.0,7077,0.05,1,11
1.0,2194619,0.12,1,11
1.0,91,0.06,2,11
1.0,308,0.0,1,11
1.0,383,0.08,1,11
0.09,0,0.08,1,9
1.0,1032,0.03,0,18
0.07,0,0.09,1,9
0.16,0,0.08,1,9
1.0,230,0.0,1,11
0.0,0,1.0,1,17
0.99,44,0.01,2,11
1.0,44,0.01,2,11
1.0,54540,0.0,1,0
1.0,321,0.0,1,11
0.05,0,0.09,1,9
1.0,208,0.0,1,11
1.0,294,0.0,1,11
0.08,0,0.07,1,9
1.0,271,0.0,1,11
1.0,0,0.0,1,11
0.07,0,0.07,1,9
1.0,105,0.05,2,11
0.09,0,0.05,1,9
1.0,331,0.0,1,11
0.04,0,0.09,1,9
1.0,28,0.03,2,20
0.08,0,0.07,1,9
0.08,0,0.07,1,9
1.0,326,0.0,1,11
1.0,0,0.63,1,15
0.01,0,0.05,1,9
0.02,0,0.07,1,9
1.0,32,0.01,2,11
1.0,330,0.0,1,11
0.06,0,0.07,1,9
0.26,0,0.04,1,9
0.0,0,0.52,1,15
1.0,352,0.0,1,11
1.0,310,0.0,1,11
1.0,261,0.0,1,11
1.0,965,0.04,1,11
0.5,0,0.15,1,15
1.0,520,0.0,0,18
0.5,750,0.25,1,11
0.99,46,0.01,2,11
1.0,54540,0.0,1,0
1.0,281,0.0,1,11
1.0,227,0.0,1,11
0.99,44,0.01,2,11
1.0,8,0.0,0,5
1.0,1072,0.03,1,11
1.0,2836,0.0,1,11
1.0,740,0.5,1,11
0.01,0,0.08,1,9
1.0,42,0.01,2,11
1.0,18,0.0,0,5
0.19,0,0.07,1,9
1.0,1482,0.01,1,11
0.09,0,0.07,1,9
0.05,0,0.06,1,9
1.0,43,0.01,2,11
1.0,54540,0.0,1,0
1.0,1032,0.0,0,18
0.05,0,0.07,1,9
1.0,278,0.0,1,11
1.0,0,0.04,1,15
0.26,0,0.08,1,9
1.0,516,0.0,2,11
1.0,0,0.03,1,11
1.0,520,0.0,0,18
0.01,0,0.25,1,15
0.01,0,0.09,1,9
0.0,0,0.07,1,9
1.0,220,0.0,1,11
1.0,103,0.06,1,11
1.0,0,0.0,1,11
1.0,852,0.22,1,11
1.0,240,0.0,1,11
0.04,0,0.07,1,9
0.06,0,0.05,1,9
1.0,567,0.16,1,11
1.0,0,0.0,1,11
1.0,1032,0.03,0,18
1.0,1032,0.0,0,18
0.03,0,0.06,1,9
1.0,207,0.0,1,11
0.02,0,0.06,1,9
0.11,0,0.07,1,9
1.0,44,0.01,2,11
0.03,0,0.06,1,9
1.0,454,0.0,1,11
0.07,0,0.08,1,9
1.0,516,0.0,2,11
0.08,0,0.08,1,9
1.0,118,0.08,1,11
1.0,12,0.06,1,11
1.0,0,0.0,1,11
0.18,1,0.19,2,17
1.0,520,0.0,0,18
0.07,0,0.08,1,9
1.0,360,0.0,1,11
1.0,132,0.02,1,11
0.06,0,0.09,1,9
0.08,0,0.07,1,9
1.0,308,0.0,1,11
1.0,224,0.0,1,11
1.0,209,0.0,1,11
0.15,0,0.08,1,9
1.0,1631,0.02,1,11
0.05,0,0.08,1,9
0.0,0,1.0,1,17
1.0,239,0.0,1,11
1.0,354,0.0,1,11
1.0,317,0.0,1,11
0.09,0,0.07,1,9
1.0,607,0.14,1,11
1.0,322,0.0,1,11
0.0,0,0.96,1,17
1.0,64,0.02,0,11
0.01,0,0.08,1,9
0.0,0,1.0,1,17
1.0,8,0.0,0,5
0.05,0,0.06,1,9
0.09,0,0.07,1,9
1.0,1063,0.02,1,11
0.05,0,0.08,1,9
1.0,29,0.05,2,11
1.0,178,0.0,1,11
0.01,0,0.05,1,9
1.0,235,0.0,1,11
0.08,0,0.08,1,9
1.0,146,0.65,2,11
1.0,223,0.0,1,11
1.0,44,0.01,2,11
1.0,216,0.0,1,11
1.0,228,0.0,1,11
1.0,1795,0.09,1,11
1.0,8,0.0,0,5
1.0,0,0.0,1,11
0.12,0,0.06,1,9
0.15,0,0.05,1,9
1.0,748,0.02,1,11
1.0,745,0.08,1,11
1.0,44,0.01,2,11
1.0,105,0.11,2,11
0.5,10,0.02,1,11
0.18,0,0.05,1,9
1.0,0,0.0,1,11
0.02,0,0.05,1,9
1.0,0,1.0,1,5
1.0,305,0.0,1,11
0.5,9,0.0,1,11
1.0,238,0.0,1,11
1.0,230,0.0,1,11
0.04,0,0.05,1,9
0.06,0,0.06,1,9
1.0,12165,0.01,1,11
1.0,0,0.0,1,11
0.02,0,0.07,1,9
0.09,0,0.07,1,9
0.14,0,0.08,1,9
1.0,0,1.0,1,5
1.0,30,0.0,0,11
1.0,988,0.02,1,11
1.0,237,0.0,1,11
0.0,0,0.06,1,9
0.33,140,0.01,0,11
1.0,1,0.58,1,15
0.06,0,0.07,1,9
1.0,224,0.0,1,11
1.0,1194,0.02,1,21
1.0,45,0.01,2,11
0.15,0,0.07,1,9
1.0,293,0.0,1,11
1.0,608,0.02,1,11
1.0,309,0.01,1,11
1.0,748,0.06,1,11
0.99,43,0.01,2,11
0.03,0,0.07,1,9
1.0,44,0.02,2,11
0.07,0,0.07,1,9
1.0,218,0.0,1,11
0.18,0,0.04,1,9
1.0,45,0.0,2,11
1.0,203,0.0,1,11
1.0,44,0.01,2,11
1.0,232,0.0,1,11
0.04,0,0.06,1,9
0.04,0,0.08,1,9
1.0,231,0.0,1,11
1.0,228,0.0,1,11
0.09,0,0.09,1,9
0.07,0,0.07,1,9
1.0,225,0.0,1,11
1.0,45,0.01,2,11
0.08,0,0.06,1,9
0.07,0,0.05,1,9
0.36,0,0.07,1,9
1.0,44,0.01,2,11
0.28,0,0.09,1,9
1.0,200,0.0,1,11
0.06,0,0.08,1,9
0.07,0,0.09,1,9
1.0,131,0.59,1,11
0.02,0,0.05,1,9
1.0,23,0.02,2,11
1.0,210,0.0,1,11
1.0,227,0.0,1,11
1.0,2432,0.05,1,11
1.0,324,0.0,1,11
1.0,239,0.0,1,11
1.0,334,0.0,1,21
0.03,0,0.05,1,9
0.14,0,0.06,1,9
0.02,0,0.06,1,9
0.07,0,0.07,1,9
1.0,1032,0.02,0,18
1.0,846,0.04,1,11
0.07,0,0.08,1,9
0.02,0,0.08,1,9
1.0,348,0.0,1,11
1.0,276,0.01,1,11
1.0,206,0.0,1,11
1.0,222,0.0,1,11
0.49,0,0.02,1,9
1.0,306,0.0,1,11
1.0,44,0.01,2,11
0.04,0,0.07,1,9
1.0,249,0.0,1,11
0.47,0,0.08,1,9
1.0,147,0.52,2,11
0.0,0,1.0,1,17
1.0,218,0.0,1,11
0.07,0,0.07,1,9
1.0,1032,0.02,0,18
0.14,0,0.06,1,9
1.0,45,0.01,2,11
1.0,5210,0.05,1,11
1.0,351,0.0,1,11
0.08,0,0.07,1,9
0.04,0,0.06,1,9
1.0,217,0.0,1,11
0.05,0,0.05,1,9
0.33,0,0.19,1,6
0.02,0,0.04,1,9
1.0,240,0.0,1,11
0.03,0,0.08,1,9
1.0,1814,0.03,1,11
1.0,317,0.0,1,11
0.04,0,0.07,1,9
1.0,0,0.0,1,11
1.0,54540,0.0,1,0
1.0,313,0.0,1,11
1.0,197,0.0,1,11
1.0,0,0.0,1,11
0.08,0,0.05,1,9
1.0,300,0.01,1,11
0.09,0,0.07,1,9
1.0,269,0.0,1,11
1.0,270,0.0,1,11
1.0,241,0.03,1,11
0.5,9,0.02,1,11
1.0,312,0.02,1,11
0.5,182,0.01,0,11
1.0,337,0.0,1,11
1.0,240,0.0,1,11
1.0,327,0.0,1,11
1.0,54540,0.0,1,0
1.0,1615,0.04,1,11
1.0,223,0.0,1,11
0.03,0,0.06,1,9
1.0,46,0.01,2,11
1.0,290,0.0,1,11
1.0,0,0.0,1,11
1.0,0,0.55,1,15
0.67,383,0.76,1,11
1.0,8,0.0,0,5
0.07,0,0.05,1,9
0.99,44,0.01,2,11
0.17,1,0.5,2,17
1.0,146,0.86,2,11
1.0,0,0.0,1,11
1.0,44,0.01,2,11
0.12,0,0.05,1,9
1.0,285,0.0,1,11
0.07,0,0.06,1,9
1.0,307,0.0,1,11
1.0,227,0.0,1,11
1.0,44,0.01,2,11
1.0,227,0.0,1,11
0.06,0,0.06,1,9
1.0,1480,0.02,0,14
1.0,0,0.0,1,11
1.0,0,0.0,1,11
0.03,0,0.07,1,9
1.0,286,0.0,1,11
0.14,0,0.06,1,9
1.0,44,0.01,2,11
0.0,0,0.06,1,9
0.05,35195,0.16,1,11
0.05,0,0.07,1,9
1.0,306,0.02,1,11
0.06,0,0.05,1,9
1.0,274,0.0,1,11
0.11,0,0.06,1,9
1.0,243,0.03,1,11
1.0,263,0.0,1,11
0.11,0,0.06,1,9
0.1,0,0.07,1,9
1.0,223,0.0,1,11
1.0,328,0.0,1,11
1.0,46,0.01,2,11
1.0,54540,0.0,1,0
0.84,1,0.7,2,17
0.04,0,0.09,1,9
0.08,0,0.05,1,9
0.17,0,0.07,1,9
0.02,0,0.07,1,9
1.0,29,0.13,1,11
1.0,9178,0.02,1,11
1.0,105,0.02,2,11
0.01,0,0.07,1,9
1.0,45,0.01,2,11
0.5,0,0.91,1,15
1.0,44,0.0,2,11
0.07,0,0.08,1,9
0.01,48,0.01,1,11
0.06,0,0.07,1,9
1.0,0,0.74,1,10
1.0,54540,0.0,1,0
1.0,0,0.0,1,11
1.0,0,0.95,1,10
1.0,198,0.0,1,11
1.0,0,0.07,1,9
0.67,383,0.04,1,11
1.0,259,0.0,1,11
1.0,648,0.05,1,11
0.08,0,0.08,1,9
1.0,291,0.0,1,11
1.0,28,0.6,2,20
0.07,0,0.06,1,9
1.0,289,0.0,1,11
1.0,703,0.02,1,11
1.0,229,0.0,1,11
0.03,0,0.06,1,9
1.0,229,0.0,1,11
0.09,0,0.08,1,9
0.22,0,0.06,1,9
0.15,0,0.08,1,9
0.06,0,0.08,1,9
0.05,0,0.07,1,9
1.0,1563,0.03,1,11
0.08,0,0.07,1,9
1.0,843,0.02,1,11
1.0,42,0.02,2,11
0.99,44,0.02,2,11
1.0,216,0.0,1,11
1.0,248,0.0,1,11
1.0,8,0.0,0,5
1.0,332,0.0,1,11
1.0,260,0.0,1,11
0.24,0,0.05,1,9
0.1,0,0.07,1,9
1.0,347,0.0,1,11
0.06,0,0.07,1,9
0.06,0,0.05,1,9
1.0,8,0.0,0,5
1.0,221,0.0,1,11
1.0,214,0.0,1,11
0.09,0,0.06,1,9
1.0,146,0.65,2,11
0.02,0,0.06,1,9
0.0,48,0.01,1,11
0.0,0,0.08,1,9
1.0,262,0.0,1,11
1.0,43,0.01,2,11
1.0,245,0.11,1,11
0.11,0,0.06,1,9
0.06,0,0.05,1,9
1.0,771,0.03,1,11
1.0,0,0.0,1,11
0.01,0,0.09,1,9
1.0,59,0.03,1,11
1.0,249,0.0,1,11
1.0,249,0.0,1,11
1.0,0,1.0,1,10
1.0,8,0.0,0,5
0.03,0,0.08,1,9
1.0,44,0.02,2,11
0.08,0,0.07,1,9
1.0,44,0.01,2,11
1.0,199,0.0,1,11
1.0,329,0.0,1,11
0.01,0,0.07,1,9
1.0,303,0.0,1,11
0.0,0,1.0,1,17
1.0,45,0.01,2,11
0.01,0,0.09,1,9
1.0,334,0.0,1,21
1.0,220,0.0,1,11
1.0,345,0.0,1,11
1.0,335,0.0,1,11
1.0,37,0.13,1,11
1.0,216,0.0,1,11
0.08,0,0.06,1,9
1.0,1,0.73,1,15
1.0,217,0.0,1,11
0.13,0,0.07,1,9
1.0,219,0.0,1,11
1.0,228,0.0,1,11
1.0,8,0.0,0,5
1.0,295,0.0,1,11
0.03,0,0.06,1,9
1.0,214,0.0,1,11
1.0,1032,0.01,0,18
1.0,28,0.05,2,20
1.0,8,0.0,0,5
1.0,8,0.0,0,5
1.0,297,0.0,1,11
0.1,0,0.07,1,9
1.0,18,0.0,0,5
1.0,206,0.0,1,11
0.01,0,0.08,1,9
0.0,0,1.0,1,17
1.0,219,0.0,1,11
0.05,0,0.08,1,9
0.14,46,0.02,2,11
1.0,334,0.0,1,21
1.0,356,0.0,1,11
1.0,305,0.0,1,11
1.0,147,0.47,2,11
1.0,215,0.0,1,11
0.04,0,0.16,1,9
0.06,0,0.07,1,9
0.01,0,0.06,1,9
1.0,220,0.0,1,11
1.0,43,0.01,2,11
1.0,191,0.0,1,11
0.12,0,0.07,1,9
0.03,0,0.11,1,9
1.0,209,0.0,1,11
1.0,105,0.01,2,11
0.5,146,0.62,2,11
0.29,0,0.06,1,9
1.0,341,0.0,1,11
1.0,36,0.02,2,11
1.0,196,0.0,1,11
0.08,0,0.07,1,9
0.08,0,0.09,1,9
0.22,0,0.07,1,9
0.04,0,0.08,1,9
1.0,222,0.0,1,11
0.11,0,0.08,1,9
1.0,44,0.01,2,11
1.0,6601,0.04,1,11
1.0,520,0.0,0,18
0.0,0,0.83,1,17
1.0,334,0.0,1,21
1.0,852,0.05,1,11
0.5,183,0.01,0,11
0.14,1,0.66,2,17
0.0,0,0.52,1,15
1.0,272,0.0,1,11
1.0,334,0.0,1,21
0.09,0,0.05,1,9
1.0,2194619,0.06,1,11
0.04,0,0.08,1,9
1.0,612,0.04,1,11
0.01,0,0.05,1,9
0.04,0,0.07,1,9
1.0,1048,0.02,1,21
0.02,0,0.08,1,9
0.05,0,0.06,1,9
1.0,1,0.73,1,15
0.12,30,0.01,0,11
1.0,12,0.08,1,11
1.0,45,0.0,2,11
1.0,18,0.0,0,5
1.0,1407,0.08,1,11
1.0,44,0.01,2,11
0.03,0,0.07,1,9
1.0,242,0.05,1,11
1.0,220,0.0,1,11
1.0,293,0.0,1,11
1.0,8,0.0,0,10
1.0,329,0.0,1,11
1.0,202,0.0,1,11
1.0,8,0.0,0,10
0.03,0,0.07,1,9
1.0,42,0.01,2,11
0.04,0,0.07,1,9
1.0,157,0.0,1,11
1.0,305,0.0,1,11
1.0,275,0.0,1,11
0.08,0,0.08,1,9
1.0,147,0.83,2,11
0.06,0,0.07,1,9
1.0,290,0.0,1,11
1.0,9,0.02,1,11
1.0,43,0.0,2,11
1.0,13239,0.03,1,11
0.06,0,0.08,1,9
1.0,0,0.7,1,15
0.99,45,0.01,2,11
0.01,0,0.07,1,9
0.01,0,0.07,1,9
1.0,229,0.0,1,11
1.0,1769,0.06,1,11
0.26,0,0.08,1,9
0.09,0,0.07,1,9
0.14,0,0.07,1,9
1.0,0,1.0,1,15
0.02,0,0.06,1,9
0.07,0,0.08,1,9
1.0,204,0.0,1,11
0.03,0,0.05,1,9
0.21,0,0.04,1,9
1.0,236,0.0,1,11
0.02,0,0.07,1,9
1.0,212,0.0,1,11
1.0,46,0.0,2,11
1.0,4539,0.0,1,11
1.0,298,0.0,1,11
0.21,0,0.05,1,9
0.04,0,0.06,1,9
0.26,0,0.07,1,9
1.0,339,0.01,1,11
0.0,0,1.0,1,17
1.0,1873,0.03,1,11
0.07,0,0.05,1,9
0.06,0,0.08,1,9
1.0,334,0.0,1,11
0.14,0,0.08,1,9
1.0,43,0.0,2,11
1.0,54540,0.0,1,0
1.0,42,0.01,2,11
1.0,319,0.0,1,11
1.0,217,0.0,1,11
0.04,0,0.06,1,9
1.0,316,0.0,1,11
1.0,76,0.01,2,11
0.8,0,0.08,1,9
0.32,0,0.07,1,9
1.0,145,0.68,2,11
1.0,43,0.01,2,11
1.0,237,0.0,1,11
0.12,0,0.09,1,9
0.06,0,0.07,1,9
1.0,245,0.0,1,11
1.0,44,0.01,2,11
1.0,324,0.0,1,11
0.1,0,0.06,1,9
0.99,45,0.01,2,11
1.0,168,0.0,1,11
1.0,1856,0.04,1,11
1.0,12,0.08,1,11
1.0,213,0.0,1,11
1.0,331,0.0,1,11
1.0,147,0.74,2,11
0.3,0,0.04,1,9
1.0,207,0.0,1,11
0.1,0,0.06,1,9
1.0,226,0.0,1,11
1.0,66,0.0,1,11
1.0,311,0.02,1,11
0.13,0,0.06,1,9
1.0,225,0.0,1,11
1.0,42,0.01,2,11
1.0,12,0.07,1,11
1.0,5336,0.02,1,11
1.0,8,0.0,0,5
1.0,147,0.87,2,11
1.0,9178,0.11,1,11
0.06,0,0.05,1,9
1.0,277,0.0,1,11
0.06,0,0.07,1,9
1.0,460,0.0,1,11
0.04,0,0.07,1,9
0.1,0,0.06,1,9
1.0,8,0.0,0,5
1.0,217,0.0,1,11
0.0,0,1.0,1,17
1.0,211,0.0,1,11
1.0,44,0.01,2,11
1.0,235,0.0,1,11
1.0,2194619,0.02,1,11
1.0,0,0.0,1,11
0.1,0,0.06,1,9
1.0,54540,0.0,1,0
1.0,355,0.0,1,11
1.0,246,0.0,1,11
0.09,1,0.3,2,17
1.0,1825,0.03,1,11
0.21,0,0.04,1,9
1.0,1473,0.03,1,11
0.01,0,0.07,1,9
1.0,257,0.0,1,11
0.0,0,1.0,1,17
1.0,54540,0.01,1,11
1.0,45,0.01,2,11
0.04,0,0.07,1,9
1.0,0,0.0,1,11
1.0,105,0.02,2,11
0.09,0,0.07,1,9
1.0,326,0.0,1,11
1.0,244,0.0,1,11
0.01,0,0.05,1,9
1.0,221,0.0,1,11
0.25,44,0.06,2,11
1.0,0,0.0,1,11
0.05,0,0.08,1,9
0.01,0,0.06,1,9
1.0,1253,0.02,1,21
0.01,0,0.07,1,9
1.0,254,0.0,1,11
1.0,38,0.01,2,11
1.0,1032,0.0,0,18
1.0,1032,0.02,0,18
0.5,19,0.02,2,17
1.0,311,0.0,1,11
1.0,301,0.0,1,11
1.0,0,0.0,1,11
0.13,0,0.05,1,9
0.03,0,0.07,1,9
0.03,0,0.09,1,9
1.0,0,0.0,1,11
1.0,2890,0.11,1,11
1.0,8,0.0,0,10
1.0,196,0.0,1,11
0.06,0,0.07,1,9
0.06,0,0.06,1,9
0.17,0,0.05,1,9
1.0,170,0.0,1,11
1.0,299,0.0,1,11
1.0,282,0.0,1,11
1.0,203,0.0,1,11
1.0,567,0.05,1,11
1.0,2688,0.07,1,11
1.0,180,0.0,1,11
1.0,200,0.0,1,11
1.0,0,0.02,1,9
1.0,296,0.0,1,11
0.06,0,0.06,1,9
1.0,28,0.31,2,20
1.0,780,0.05,1,11
0.13,0,0.07,1,9
0.04,0,0.06,1,9
0.2,105,0.01,2,11
1.0,147,0.0,1,11
0.06,0,0.05,1,9
1.0,1032,0.1,0,18
0.02,0,0.07,1,9
0.01,0,0.07,1,9
0.2,146,0.81,2,11
0.01,0,0.09,1,9
1.0,1032,0.19,0,18
0.03,0,0.07,1,9
0.01,0,0.08,1,9
1.0,206,0.0,1,11
0.13,0,0.08,1,9
1.0,319,0.0,1,11
1.0,44,0.0,2,11
1.0,156,0.0,1,11
1.0,211,0.0,1,11
0.03,0,0.06,1,9
1.0,8,0.0,0,5
1.0,0,0.01,1,9
0.11,0,0.06,1,9
0.12,0,0.06,1,9
1.0,210,0.0,1,11
0.17,0,0.05,1,9
1.0,197,0.0,1,11
1.0,46,0.01,2,11
0.07,0,0.06,1,9
1.0,105,0.01,2,11
1.0,1480,0.08,0,14
1.0,146,0.01,2,11
1.0,232,0.0,1,11
0.06,0,0.08,1,9
0.03,0,0.08,1,9
1.0,193,0.0,1,11
1.0,34,0.01,2,11
1.0,309,0.0,1,11
1.0,348,0.0,1,11
1.0,258,0.0,1,11
0.07,0,0.07,1,9
1.0,299,0.02,1,11
0.24,0,0.02,1,9
0.11,0,0.07,1,9
0.01,0,0.06,1,9
1.0,1032,0.02,0,18
1.0,282,0.0,1,11
1.0,300,0.0,1,11
0.08,0,0.05,1,9
1.0,225,0.0,1,11
1.0,520,0.0,0,18
0.11,0,0.06,1,9
1.0,28,0.55,2,20
1.0,322,0.0,1,11
1.0,12,0.03,1,11
0.07,0,0.05,1,9
0.06,0,0.07,1,9
0.09,0,0.06,1,9
1.0,290,0.0,1,11
1.0,313,0.0,1,11
1.0,1480,0.0,0,14
0.07,0,0.05,1,9
1.0,322,0.0,1,11
1.0,8,0.0,0,5
1.0,44,0.01,2,11
0.03,0,0.08,1,9
1.0,1,0.82,1,15
0.18,0,0.07,1,9
0.08,0,0.05,1,9
1.0,520,0.0,0,18
1.0,832,0.07,1,11
0.01,0,0.07,1,9
1.0,0,0.0,1,11
0.02,0,0.08,1,9
1.0,44,0.01,2,11
1.0,300,0.01,1,11
1.0,294,0.0,1,11
1.0,206,0.0,1,11
1.0,263,0.0,1,11
1.0,11,0.03,1,11
1.0,44,0.01,2,11
1.0,242,0.0,1,11
0.07,1,0.58,2,17
1.0,246,0.04,1,11
0.06,0,0.05,1,9
1.0,0,0.0,1,11
0.1,0,0.09,1,9
1.0,1473,0.06,1,11
1.0,244,0.0,1,11
1.0,298,0.0,1,11
1.0,380,0.0,1,11
0.0,0,1.0,1,17
0.06,0,0.08,1,15
0.07,0,0.05,1,9
1.0,439,0.01,1,11
1.0,0,0.0,1,11
0.05,0,0.07,1,9
0.85,0,0.07,1,9
1.0,238,0.0,1,11
1.0,186,0.0,1,11
1.0,8,0.09,1,11
0.06,0,0.05,1,9
0.02,0,0.06,1,9
0.12,1,0.23,2,17
1.0,161,0.0,1,11
0.07,0,0.07,1,9
1.0,8,0.0,0,5
1.0,0,0.01,1,9
1.0,347,0.0,1,11
1.0,8,0.0,0,5
1.0,0,0.0,1,11
1.0,14,0.02,1,11
0.03,0,0.07,1,9
0.01,0,0.07,1,9
0.17,0,0.07,1,9
0.14,0,0.07,1,9
1.0,215,0.0,1,11
1.0,44,0.01,2,11
1.0,213,0.0,1,11
1.0,567,0.0,1,11
0.33,1,0.03,1,11
1.0,235,0.0,1,11
0.02,0,0.09,1,9
1.0,250,0.0,1,11
0.08,0,0.07,1,9
0.01,0,0.51,1,17
1.0,46,0.0,2,11
1.0,0,0.0,1,11
1.0,233,0.01,1,11
1.0,30,0.0,0,11
0.32,0,0.06,1,9
1.0,307,0.0,1,11
1.0,176,0.02,1,11
0.01,0,0.05,1,9
1.0,291,0.0,1,11
1.0,28,0.03,2,20
0.12,1,0.22,2,17
0.5,1,0.43,2,17
1.0,0,0.94,1,10
1.0,0,0.0,1,11
1.0,44,0.01,2,11
1.0,44,0.01,2,11
1.0,45,0.01,2,11
1.0,1480,0.0,0,14
0.02,0,0.07,1,9
0.02,0,0.07,1,9
1.0,44,0.01,2,11
1.0,45,0.01,2,11
1.0,0,0.0,1,11
0.18,0,0.05,1,9
1.0,209,0.0,1,11
1.0,103,0.5,2,11
0.02,0,0.07,1,9
0.04,0,0.07,1,9
1.0,233,0.0,1,11
1.0,253,0.01,1,11
1.0,893,0.03,1,11
1.0,286,0.0,1,11
0.14,0,0.07,1,9
1.0,232,0.0,1,11
1.0,206,0.0,1,11
1.0,316,0.0,1,11
0.09,0,0.07,1,9
0.23,0,0.06,1,9
1.0,263,0.0,1,11
0.21,0,0.05,1,9
1.0,1032,0.0,0,18
1.0,242,0.0,1,11
1.0,238,0.0,1,11
1.0,0,0.95,1,10
1.0,329,0.0,1,11
1.0,326,0.0,1,11
0.03,0,0.07,1,9
1.0,213,0.0,1,11
1.0,338,0.06,1,11
0.27,0,0.04,1,9
1.0,1187,0.11,1,11
1.0,382,0.0,1,11
1.0,313,0.0,1,11
0.18,0,0.05,1,9
0.08,0,0.07,1,9
1.0,1032,0.0,0,18
0.05,0,0.07,1,9
1.0,2194619,0.16,1,11
0.38,0,0.04,1,9
1.0,223,0.0,1,11
1.0,748,0.06,1,11
0.15,0,0.06,1,9
1.0,318,0.0,1,11
1.0,1,0.68,1,15
1.0,330,0.0,1,11
1.0,2194619,0.07,1,11
1.0,35,0.01,2,11
0.07,0,0.07,1,9
1.0,1032,0.02,0,18
0.12,0,0.06,1,9
0.33,146,0.51,2,11
0.0,0,0.07,1,9
0.06,0,0.08,1,9
1.0,105,0.0,2,11
1.0,316,0.0,1,11
1.0,210,0.0,1,11
0.18,0,0.07,1,9
1.0,218,0.0,1,11
1.0,44,0.01,2,11
0.04,0,0.06,1,9
0.04,0,0.07,1,9
1.0,304,0.01,1,11
1.0,204,0.0,1,11
1.0,322,0.0,1,11
0.07,0,0.07,1,9
1.0,215,0.0,1,11
0.07,0,0.05,1,9
0.99,45,0.02,2,11
1.0,80,0.12,1,11
0.01,0,0.06,1,9
0.08,0,0.05,1,9
1.0,1400,0.02,1,11
1.0,44,0.01,2,11
1.0,311,0.0,1,11
0.0,0,1.0,1,17
1.0,207,0.0,1,11
1.0,318,0.0,1,11
1.0,105,0.05,1,11
0.12,0,0.08,1,9
1.0,1,0.07,2,17
1.0,293,0.0,1,11
1.0,929,0.07,1,11
0.03,0,0.08,1,9
1.0,748,0.03,1,11
0.05,0,0.06,1,9
1.0,341,0.0,1,11
1.0,42,0.01,2,11
1.0,314,0.0,1,11
1.0,1032,0.1,0,18
1.0,1,0.71,1,15
0.03,0,0.06,1,9
1.0,1032,0.05,0,18
1.0,1397,0.16,1,11
1.0,217,0.0,1,11
0.01,0,0.55,1,17
1.0,254,0.0,1,11
1.0,209,0.0,1,11
0.07,0,0.08,1,9
1.0,215,0.0,1,11
1.0,0,0.0,1,11
0.16,0,0.08,1,9
0.08,0,0.05,1,9
0.03,0,0.08,1,15
1.0,219,0.0,1,11
0.14,0,0.07,1,9
0.5,0,1.0,1,15
0.08,0,0.07,1,9
1.0,276,0.06,1,11
1.0,2194619,0.02,1,11
1.0,12,0.08,1,11
1.0,293,0.0,1,11
0.05,0,0.05,1,9
1.0,327,0.0,1,11
0.03,0,0.07,1,9
1.0,159,0.0,1,11
1.0,346,0.0,1,11
0.05,0,0.07,1,9
1.0,30,0.0,0,11
0.04,0,0.08,1,9
1.0,1032,0.0,0,18
1.0,43,0.01,2,11
1.0,1455,0.06,1,11
1.0,303,0.0,1,11
1.0,28,0.45,2,20
0.13,0,0.06,1,9
1.0,44,0.01,2,11
1.0,46,0.0,2,11
1.0,144,0.0,1,11
1.0,748,0.01,1,11
1.0,0,0.32,1,15
0.05,0,0.08,1,9
0.14,0,0.07,1,9
0.03,0,0.47,1,17
0.02,0,0.07,1,9
0.99,28,0.01,2,20
1.0,306,0.0,1,11
1.0,334,0.0,1,21
1.0,297,0.0,1,11
1.0,18,0.0,0,5
1.0,201,0.0,1,11
0.38,0,0.07,1,9
1.0,237,0.0,1,11
0.08,0,0.07,1,9
1.0,254,0.0,1,11
0.12,0,0.08,1,9
1.0,4753,0.05,1,11
1.0,257,0.02,1,11
0.1,0,0.06,1,9
0.2,147,0.36,2,11
1.0,44,0.01,2,11
1.0,289,0.0,1,11
1.0,491,0.02,1,11
1.0,8,0.0,0,5
0.12,0,0.08,1,9
0.12,0,0.06,1,9
0.07,0,0.06,1,9
0.31,0,0.04,1,9
1.0,171,0.0,1,11
1.0,0,0.07,1,9
0.06,0,0.07,1,9
0.11,0,0.06,1,9
1.0,8173,0.02,1,11
0.04,0,0.06,1,9
1.0,1464,0.01,1,11
1.0,791,0.53,1,11
1.0,338,0.0,1,11
1.0,42,0.09,2,11
1.0,115,0.08,1,11
1.0,683,0.03,1,11
1.0,347,0.0,1,11
1.0,440,0.02,1,11
1.0,44,0.04,2,11
0.23,0,0.05,1,9
0.01,0,0.09,1,9
1.0,237,0.0,1,11
1.0,249,0.0,1,11
0.07,0,0.05,1,9
0.02,0,0.05,1,9
0.02,0,0.07,1,9
1.0,8,0.0,0,10
1.0,222,0.0,1,11
0.13,0,0.07,1,9
1.0,0,0.07,1,15
1.0,208,0.0,1,11
1.0,233,0.01,1,11
